Education,Marital_Status,Income,NumDealsPurchases,Age,Kids,Days_Enrolled,Total_Spend,CouponsAccepted,Total_Purchases,Recency_
Graduation,Single,0.5168456896287531,-0.6861374151518922,"(60, 70]",-1.2643075685916398,-0.6321142087973883,0.8243114996915587,-0.5019872854334967,0.3405274480113001,5.857142857142857
Master,Single,0.3449957315909026,0.34873830847686393,70,1.3951390197158926,-0.6321142087973883,-0.49189222710850694,-0.5019872854334967,-0.07585208557597681,3.7857142857142856
Graduation,Relationship,-1.618316469085611,-0.6861374151518922,"(30,40]",-1.2643075685916398,1.3516952833613898,-0.9306268027085288,-0.5019872854334967,-1.1861975084753817,2.7142857142857144
PhD,Single,1.4401830423154045,-0.6861374151518922,70,-1.2643075685916398,1.1290732705256168,1.17829053227794,2.8653434252543994,1.7284592266355563,1.6428571428571428
Graduation,Relationship,-0.4726345118161469,0.34873830847686393,"(40,50]",1.3951390197158926,0.980658595301768,-0.8475331330873125,-0.5019872854334967,-0.9086111527505305,3.642857142857143
Graduation,Relationship,-0.6636827119723873,-0.16869955333751413,70,-1.2643075685916398,1.5495815169931881,-0.48025911336153665,-0.5019872854334967,-0.21464526343840243,1.4285714285714286
Master,Relationship,1.1690253890374154,-0.16869955333751413,70,0.0654157255621263,0.515625946267042,1.9543854065400998,0.620456284795802,1.5896660487731307,6.5
Master,Single,-0.8480979428322497,-0.16869955333751413,"(30,40]",0.0654157255621263,1.232963543182311,-0.7860438175676124,-0.5019872854334967,-0.9086111527505305,6.142857142857143
Graduation,Relationship,-0.6973146689681069,-0.6861374151518922,"(40,50]",-1.2643075685916398,1.6633661013314722,-0.48192098675396094,-0.5019872854334967,-0.21464526343840243,2.9285714285714284
Graduation,Relationship,-2.313190069458284,6.5579926502494015,"(40,50]",0.0654157255621263,0.9163455693714335,1.867967990134035,-0.5019872854334967,2.144838760222833,3.0
PhD,Relationship,0.31010257620784354,0.34873830847686393,70,0.0654157255621263,0.985605751142563,0.6082679586763964,0.620456284795802,0.20173427014887443,4.5
PhD,Relationship,0.6238607083470775,0.34873830847686393,"(60, 70]",0.0654157255621263,-0.9141020917227008,-0.1030138532812148,-0.5019872854334967,0.6181138037361513,0.0
Graduation,Relationship,-0.5268660424717447,2.418489755734376,70,0.0654157255621263,0.5650975046749915,-0.2692011925236473,-0.5019872854334967,0.06294109228644881,4.928571428571429
Graduation,Single,-1.5591802780348043,-0.16869955333751413,"(50, 60]",-1.2643075685916398,0.9361341927346134,-0.8824324743282234,-0.5019872854334967,-0.9086111527505305,6.357142857142857
Graduation,Relationship,0.06496297855015411,0.8661761702912419,"(40,50]",1.3951390197158926,0.21879659581934446,-0.5799715169069961,-0.5019872854334967,-0.3534384413008281,0.2857142857142857
Graduation,Single,0.035132070577050416,-1.2035752769662702,"(30,40]",0.0654157255621263,0.6937235565356604,0.05154037221424744,-0.5019872854334967,2.0060455823604078,1.3571428571428572
Graduation,Relationship,-0.635656081142621,-0.16869955333751413,"(30,40]",0.0654157255621263,0.19900797245616464,-0.7893675643524611,-0.5019872854334967,-0.7698179748881049,1.8571428571428572
PhD,Relationship,1.5251037337295965,-0.6861374151518922,"(50, 60]",-1.2643075685916398,-0.666744299682953,1.771579333373424,0.620456284795802,1.7284592266355563,6.857142857142857
Master,Single,-1.9146513790590072,-0.16869955333751413,"(30,40]",-1.2643075685916398,-1.5621795068668405,-0.957216776987318,-0.5019872854334967,-0.9086111527505305,2.4285714285714284
Master,Relationship,-0.6235112077830556,-0.6861374151518922,"(60, 70]",-1.2643075685916398,0.2979510892720638,-0.4785972399691123,-0.5019872854334967,-0.3534384413008281,4.0
Graduation,Relationship,-0.5334523007167398,-0.16869955333751413,"(50, 60]",0.0654157255621263,1.3516952833613898,-0.8076481716691287,0.620456284795802,-0.7698179748881049,2.2142857142857144
PhD,Single,-0.25028990723333405,1.901051893919998,70,1.3951390197158926,1.2576993223862856,-0.5051872142479015,0.620456284795802,-0.21464526343840243,0.5714285714285714
Master,Relationship,0.7795486426064294,-0.6861374151518922,70,-1.2643075685916398,0.6937235565356604,0.9805275985794453,-0.5019872854334967,0.6181138037361513,0.2857142857142857
Master,Single,-0.12047989544013306,-0.6861374151518922,70,1.3951390197158926,-0.24623605321538158,-0.8990512082524666,-0.5019872854334967,-1.0474043306129561,3.9285714285714284
PhD,Relationship,0.7186374316030706,1.38361403210562,"(50, 60]",0.0654157255621263,-0.8596833774739564,0.5102174285233612,-0.5019872854334967,1.450872870910705,2.642857142857143
Master,Relationship,-1.319599295491685,0.34873830847686393,"(40,50]",0.0654157255621263,-0.2660246765785614,-0.8724612339736774,-0.5019872854334967,-0.9086111527505305,5.428571428571429
Graduation,Single,-0.44558881306542236,-0.16869955333751413,"(50, 60]",0.0654157255621263,-1.0674639227873446,-0.895727461467618,-0.5019872854334967,-1.0474043306129561,7.071428571428571
PhD,Single,-0.14107946910001132,-0.16869955333751413,70,-1.2643075685916398,0.7877195175107646,0.49193682120669363,1.7428998550251007,1.3120796930482794,3.7857142857142856
Graduation,Relationship,1.309905920008374,-0.16869955333751413,"(40,50]",0.0654157255621263,0.3573169593616033,1.3112404036718859,-0.5019872854334967,0.8957001594610026,0.21428571428571427
Master,Relationship,-1.4671595068104049,-0.16869955333751413,"(30,40]",0.0654157255621263,0.5947804397197612,-0.9189936889615585,-0.5019872854334967,-1.0474043306129561,6.285714285714286
Graduation,Relationship,-1.4001291480758804,-0.6861374151518922,"(60, 70]",0.0654157255621263,0.980658595301768,-0.9705117641267126,-0.5019872854334967,-1.3249906863378074,0.2857142857142857
PhD,Single,0.1951146316713494,-0.6861374151518922,"(60, 70]",-1.2643075685916398,-0.5826426503894387,-0.6979645277691232,-0.5019872854334967,-0.6310247970256793,5.714285714285714
Master,Relationship,-2.077159126820269,0.34873830847686393,"(40,50]",0.0654157255621263,-0.41443935180241015,-0.9555549035948937,-0.5019872854334967,-1.0474043306129561,1.3571428571428572
Graduation,Single,1.3066361464115681,-0.6861374151518922,"(40,50]",-1.2643075685916398,-1.745224272976254,0.6282104393854883,-0.5019872854334967,0.3405274480113001,5.142857142857143
Master,Relationship,-2.077159126820269,0.34873830847686393,"(0,30]",-1.2643075685916398,1.2032806081375411,-0.80432442488428,0.620456284795802,-0.7698179748881049,1.7142857142857142
Graduation,Relationship,-0.47833326008486604,-0.6861374151518922,"(50, 60]",0.0654157255621263,0.23363806334172935,-0.9156699421767098,-0.5019872854334967,-1.1861975084753817,6.571428571428571
Graduation,Single,0.035132070577050416,0.34873830847686393,70,2.7248623138696586,-0.8646305333147514,-0.8010006780994314,-0.5019872854334967,-0.7698179748881049,6.857142857142857
PhD,Relationship,0.9613947656402299,3.453365479363132,"(60, 70]",1.3951390197158926,1.208227763978336,1.1849380258476372,-0.5019872854334967,0.8957001594610026,2.7857142857142856
Graduation,Single,0.6314278986711144,-0.6861374151518922,"(60, 70]",0.0654157255621263,-1.5127079484588908,-0.16450316880091484,-0.5019872854334967,0.4793206258737257,2.0714285714285716
Master,Relationship,1.2693607274079788,-0.6861374151518922,"(50, 60]",-1.2643075685916398,1.6485246338090873,1.8064786746143349,-0.5019872854334967,2.144838760222833,0.14285714285714285
Graduation,Single,-0.7557034831967867,-0.16869955333751413,"(40,50]",0.0654157255621263,0.9361341927346134,-0.8874180945054964,-0.5019872854334967,-1.0474043306129561,3.857142857142857
Graduation,Single,1.4300000331139229,-0.6861374151518922,"(40,50]",-1.2643075685916398,-1.6413340003195598,1.6801762967900862,2.8653434252543994,1.0344933373234282,3.857142857142857
Graduation,Relationship,0.6728606012477856,2.418489755734376,"(40,50]",1.3951390197158926,0.13964210236662514,2.2297049093359088e-05,-0.5019872854334967,0.4793206258737257,4.071428571428571
Master,Relationship,1.4207512449400999,-0.6861374151518922,"(60, 70]",-1.2643075685916398,1.1538090497295916,2.245213250214357,1.7428998550251007,1.867252404497982,3.9285714285714284
Graduation,Single,0.8556876563606279,-0.6861374151518922,"(50, 60]",-1.2643075685916398,0.49089016706306715,0.8093546391597397,0.620456284795802,1.0344933373234282,2.142857142857143
Graduation,Single,-1.122478658655662,-0.6861374151518922,"(30,40]",0.0654157255621263,-1.4434477666877614,-0.9588786503797423,-0.5019872854334967,-1.0474043306129561,2.2142857142857144
Graduation,Single,0.035132070577050416,-0.16869955333751413,"(40,50]",0.0654157255621263,0.11490632316265036,-0.9306268027085288,-0.5019872854334967,-1.0474043306129561,4.071428571428571
PhD,Relationship,0.18617815688889344,0.34873830847686393,"(50, 60]",0.0654157255621263,-1.1664070396032438,-0.14622256148424725,-0.5019872854334967,0.4793206258737257,4.5
Master,Single,1.1121313284529897,-0.6861374151518922,"(40,50]",-1.2643075685916398,0.030804673869136073,1.382700959546132,2.8653434252543994,1.0344933373234282,0.8571428571428571
Graduation,Relationship,0.6859396956350099,0.8661761702912419,"(40,50]",1.3951390197158926,1.5149514261076236,0.009993537403639311,-0.5019872854334967,0.756906981598577,1.2857142857142858
Graduation,Single,0.460325317455391,0.8661761702912419,70,0.0654157255621263,0.7036178682172504,0.46202310014305575,-0.5019872854334967,1.0344933373234282,1.8571428571428572
PhD,Single,0.7339119454052933,-0.6861374151518922,70,0.0654157255621263,0.1445892582074201,2.2297049093359088e-05,-0.5019872854334967,0.756906981598577,0.5714285714285714
Graduation,Relationship,0.8733911448347637,-0.6861374151518922,70,-1.2643075685916398,-0.7360044814540824,0.7811027914885262,-0.5019872854334967,0.3405274480113001,2.0714285714285716
Graduation,Relationship,-1.2260370595716485,-0.6861374151518922,"(50, 60]",0.0654157255621263,0.24847953086411423,-0.9505692834176207,0.620456284795802,-1.1861975084753817,5.357142857142857
Graduation,Relationship,-0.9105973295826286,-0.6861374151518922,"(50, 60]",1.3951390197158926,-1.5077607926180958,-0.9887923714433802,-0.5019872854334967,-1.3249906863378074,0.0
Master,Single,1.6921424534750038,-0.6861374151518922,"(40,50]",0.0654157255621263,-1.245561533055963,1.1101537231885426,2.8653434252543994,2.5612182938101102,1.3571428571428572
Graduation,Relationship,0.8000547941635417,-0.6861374151518922,"(60, 70]",0.0654157255621263,-0.38970357259843535,0.07813034649303664,-0.5019872854334967,0.6181138037361513,0.2857142857142857
Graduation,Relationship,1.0690170280265325,2.418489755734376,"(50, 60]",2.7248623138696586,0.46120723201829744,1.5887732602067484,-0.5019872854334967,-0.07585208557597681,6.428571428571429
Master,Relationship,0.701728031002445,0.34873830847686393,"(60, 70]",-1.2643075685916398,1.4951628027444437,1.075254381947632,-0.5019872854334967,0.756906981598577,0.07142857142857142
Master,Relationship,-0.20249562656881961,0.34873830847686393,"(50, 60]",0.0654157255621263,1.4803213352220588,-0.8259287789857963,-0.5019872854334967,-0.9086111527505305,1.7857142857142858
Graduation,Relationship,0.6101743702918749,0.8661761702912419,"(60, 70]",0.0654157255621263,0.5700446605157865,0.42712375890214493,-0.5019872854334967,1.867252404497982,2.0714285714285716
PhD,Relationship,0.4046457442069219,1.38361403210562,"(40,50]",1.3951390197158926,0.4760486995406823,0.09142533363243124,0.620456284795802,0.8957001594610026,6.285714285714286
Graduation,Relationship,-1.104074504410782,-0.6861374151518922,70,-1.2643075685916398,-1.4533420783693514,-0.8990512082524666,-0.5019872854334967,-0.7698179748881049,4.142857142857143
Graduation,Single,-0.5475590382343889,-0.6861374151518922,"(40,50]",0.0654157255621263,1.0053943745057428,-0.9854686246585315,-0.5019872854334967,-1.3249906863378074,4.857142857142857
Master,Relationship,1.0875613154255612,-0.6861374151518922,"(50, 60]",-1.2643075685916398,1.569370140356368,2.133867732921927,0.620456284795802,0.756906981598577,2.4285714285714284
Graduation,Single,1.114373458919371,-1.2035752769662702,"(40,50]",-1.2643075685916398,1.3418009716797998,2.6640053451052865,1.7428998550251007,1.3120796930482794,2.857142857142857
Master,Relationship,-1.1977768734849674,-0.6861374151518922,"(40,50]",-1.2643075685916398,-0.2759189882601513,-0.9771592576964099,-0.5019872854334967,-1.3249906863378074,0.8571428571428571
Graduation,Relationship,0.19047557361612427,-0.16869955333751413,"(50, 60]",-1.2643075685916398,0.9361341927346134,0.14294340879758533,1.7428998550251007,0.8957001594610026,0.6428571428571429
Graduation,Single,-1.0373711230359384,0.8661761702912419,"(30,40]",0.0654157255621263,1.559475828674778,-0.7328638690100341,-0.5019872854334967,-0.6310247970256793,6.214285714285714
Graduation,Relationship,-1.1988045166153922,-0.6861374151518922,"(50, 60]",0.0654157255621263,0.0852233881178806,-0.9804830044812586,-0.5019872854334967,-1.3249906863378074,0.35714285714285715
Master,Relationship,-1.327026352661573,0.34873830847686393,"(50, 60]",0.0654157255621263,0.03575182970993103,-0.8757849807585261,-0.5019872854334967,-0.9086111527505305,6.214285714285714
Master,Relationship,-0.6235112077830556,-0.6861374151518922,"(60, 70]",-1.2643075685916398,0.2979510892720638,-0.4785972399691123,-0.5019872854334967,-0.3534384413008281,4.0
Graduation,Single,1.3729658393753483,-0.6861374151518922,"(30,40]",-1.2643075685916398,-1.136724104558474,0.2858645205460773,-0.5019872854334967,1.867252404497982,1.2857142857142858
Graduation,Relationship,-1.0523186594784804,-0.16869955333751413,"(60, 70]",1.3951390197158926,-0.15718724808107232,-0.9140080687842855,-0.5019872854334967,-1.0474043306129561,6.785714285714286
Master,Relationship,-0.7394480373155222,1.38361403210562,"(50, 60]",1.3951390197158926,-0.02856119622040342,-0.7561300965039747,0.620456284795802,-0.6310247970256793,3.4285714285714284
Graduation,Single,-0.07381555510857213,0.8661761702912419,"(60, 70]",0.0654157255621263,-1.59186244191161,-0.3888560767781987,2.8653434252543994,0.06294109228644881,0.21428571428571427
Graduation,Relationship,1.2903807005303036,-0.6861374151518922,"(50, 60]",-1.2643075685916398,-1.5127079484588908,1.2630460752915806,0.620456284795802,0.756906981598577,5.0
Graduation,Relationship,0.10321932963278513,-0.6861374151518922,"(50, 60]",0.0654157255621263,-0.9635736501306504,-0.6846695406297286,-0.5019872854334967,-0.4922316191632537,5.642857142857143
PhD,Relationship,0.1951146316713494,5.005679064806267,"(60, 70]",2.7248623138696586,1.1538090497295916,-0.004963323128179617,-0.5019872854334967,0.6181138037361513,0.2857142857142857
Graduation,Single,0.035132070577050416,-0.6861374151518922,"(60, 70]",1.3951390197158926,-1.5869152860708151,-0.9771592576964099,-0.5019872854334967,-1.3249906863378074,3.2142857142857144
Master,Relationship,0.04434164905812487,-0.6861374151518922,"(50, 60]",-1.2643075685916398,-0.671691455523748,0.6298723127779127,-0.5019872854334967,0.20173427014887443,6.214285714285714
Master,Single,-0.44722369986382543,-0.6861374151518922,"(50, 60]",0.0654157255621263,-1.265350156419143,-0.9538930302024693,-0.5019872854334967,-1.1861975084753817,4.928571428571429
PhD,Relationship,-1.323896712218916,0.34873830847686393,"(50, 60]",0.0654157255621263,-1.5720738185484304,-0.9356124228858017,-0.5019872854334967,-0.7698179748881049,6.0
Graduation,Relationship,-1.021676209771269,-0.6861374151518922,"(40,50]",0.0654157255621263,-1.5621795068668405,-0.9322886761009531,-0.5019872854334967,-1.0474043306129561,2.142857142857143
Graduation,Single,-0.18928527412720939,1.38361403210562,"(60, 70]",0.0654157255621263,1.1389675822072067,2.2297049093359088e-05,0.620456284795802,0.6181138037361513,5.142857142857143
Graduation,Single,-0.007252306887877121,-0.16869955333751413,"(50, 60]",1.3951390197158926,0.44636576449591253,-0.9023749550373152,-0.5019872854334967,-1.0474043306129561,2.642857142857143
Master,Relationship,1.2391853882145971,-0.6861374151518922,70,-1.2643075685916398,-0.7112687022501076,0.6182391990309424,0.620456284795802,1.5896660487731307,3.142857142857143
PhD,Relationship,-0.08493278533771277,-0.16869955333751413,"(40,50]",-1.2643075685916398,0.10006485564026549,-0.3257048878660744,-0.5019872854334967,0.20173427014887443,2.2857142857142856
Master,Single,-0.19362940190582315,-0.16869955333751413,"(60, 70]",0.0654157255621263,-0.06319128710596814,-0.8874180945054964,-0.5019872854334967,-1.0474043306129561,0.0
PhD,Single,-0.8134383427061054,-0.16869955333751413,"(60, 70]",0.0654157255621263,-1.2999802473047077,-0.9156699421767098,-0.5019872854334967,-1.0474043306129561,3.0714285714285716
Graduation,Relationship,1.575318113966261,-0.16869955333751413,"(40,50]",0.0654157255621263,0.4018413619287579,0.9356570169839885,-0.5019872854334967,1.7284592266355563,4.214285714285714
PhD,Relationship,0.6482438771689742,-0.6861374151518922,70,-1.2643075685916398,0.26826815422729405,0.8542252207551966,-0.5019872854334967,0.3405274480113001,4.857142857142857
Graduation,Relationship,1.6454781131434428,-0.6861374151518922,"(60, 70]",-1.2643075685916398,-1.492919325095711,0.8160021327294371,0.620456284795802,0.8957001594610026,2.5
Basic,Relationship,-1.2786804144802262,-0.6861374151518922,"(40,50]",0.0654157255621263,-0.7557931048172623,-0.9588786503797423,-0.5019872854334967,-1.1861975084753817,6.714285714285714
Graduation,Relationship,-0.1341662334953356,0.8661761702912419,"(50, 60]",1.3951390197158926,-0.3748621050760505,-0.6963026543766989,-0.5019872854334967,-0.4922316191632537,1.0714285714285714
Graduation,Relationship,0.0207743239418892,0.8661761702912419,"(50, 60]",1.3951390197158926,0.7827723616699697,0.5052318083460883,-0.5019872854334967,1.3120796930482794,4.0
Graduation,Single,-0.626454004020181,-0.16869955333751413,"(40,50]",0.0654157255621263,1.0053943745057428,-0.7661013368585206,-0.5019872854334967,-0.7698179748881049,1.2142857142857142
Master,Relationship,1.7325008018698673,-0.6861374151518922,"(60, 70]",-1.2643075685916398,1.0647602445952824,0.4055194048006287,-0.5019872854334967,0.06294109228644881,1.2857142857142858
Graduation,Relationship,1.1831788376064474,-0.6861374151518922,"(40,50]",0.0654157255621263,-0.5678011828670538,0.6032823384991234,-0.5019872854334967,1.450872870910705,3.2857142857142856
PhD,Single,0.7547450743220863,-0.6861374151518922,"(30,40]",-1.2643075685916398,1.1983334522967461,2.017536595452224,1.7428998550251007,0.4793206258737257,2.857142857142857
Master,Relationship,0.24849069943374055,0.34873830847686393,"(60, 70]",0.0654157255621263,-1.730382805453869,0.0033460438339420096,0.620456284795802,0.6181138037361513,1.9285714285714286
Graduation,Single,1.5913867156419939,-0.6861374151518922,"(30,40]",-1.2643075685916398,0.9361341927346134,0.2060945977097097,2.8653434252543994,1.5896660487731307,6.785714285714286
PhD,Relationship,-0.3734202386787741,1.38361403210562,"(40,50]",0.0654157255621263,1.0400244653913076,-0.09138073953424453,-0.5019872854334967,0.4793206258737257,1.3571428571428572
Graduation,Single,-0.055271267709543416,-0.16869955333751413,"(60, 70]",1.3951390197158926,-0.3056019233049211,-0.8176194120236747,-0.5019872854334967,-0.9086111527505305,1.9285714285714286
Graduation,Relationship,1.8122365665805524,-1.2035752769662702,"(50, 60]",-1.2643075685916398,-0.9784151176530353,1.857996749779489,1.7428998550251007,0.3405274480113001,1.7857142857142858
Master,Relationship,-0.7202030841457494,1.38361403210562,"(40,50]",0.0654157255621263,0.6986707123764554,-0.048172031331212076,-0.5019872854334967,0.3405274480113001,5.285714285714286
Master,Relationship,-0.990987049012675,-0.16869955333751413,"(50, 60]",1.3951390197158926,-0.0038254170164286334,-0.8724612339736774,-0.5019872854334967,-1.0474043306129561,6.071428571428571
Graduation,Relationship,-1.403679187980984,-0.16869955333751413,"(50, 60]",0.0654157255621263,-0.6271670529565934,-0.952231156810045,-0.5019872854334967,-1.0474043306129561,2.642857142857143
Master,Relationship,0.19435259088090862,0.8661761702912419,70,0.0654157255621263,0.10006485564026549,0.08976346024000692,-0.5019872854334967,0.756906981598577,4.642857142857143
Master,Single,-0.9067203123178442,0.34873830847686393,"(50, 60]",0.0654157255621263,-1.131776948717679,-0.8741231073661018,0.620456284795802,-0.9086111527505305,0.9285714285714286
Master,Relationship,-1.516159399711113,-0.16869955333751413,"(30,40]",1.3951390197158926,-0.2759189882601513,-0.957216776987318,-0.5019872854334967,-1.1861975084753817,4.5
Graduation,Single,-0.9798231077321514,-0.6861374151518922,"(40,50]",0.0654157255621263,0.391947050247168,-0.9356124228858017,-0.5019872854334967,-1.1861975084753817,5.928571428571429
Graduation,Single,2.3356338973264386,-1.2035752769662702,"(40,50]",-1.2643075685916398,0.5947804397197612,0.8791533216415615,3.987786995483698,2.0060455823604078,4.928571428571429
Master,Relationship,0.9117876290715435,-0.16869955333751413,"(50, 60]",-1.2643075685916398,0.7036178682172504,-0.07808575239484992,-0.5019872854334967,0.20173427014887443,6.214285714285714
Graduation,Single,1.2910346552496648,-0.6861374151518922,"(30,40]",-1.2643075685916398,0.39689420608796294,2.1887095548719295,0.620456284795802,0.3405274480113001,2.642857142857143
Master,Relationship,0.1111602083678856,-0.16869955333751413,70,1.3951390197158926,-1.6462811561603548,-0.8575043734418585,-0.5019872854334967,-0.9086111527505305,3.642857142857143
PhD,Relationship,0.1951146316713494,0.34873830847686393,"(60, 70]",0.0654157255621263,-0.0038254170164286334,-0.3356761282206203,-0.5019872854334967,0.20173427014887443,1.6428571428571428
PhD,Relationship,1.186822299614317,0.8661761702912419,"(60, 70]",1.3951390197158926,-1.5028136367773008,0.09142533363243124,-0.5019872854334967,0.8957001594610026,5.142857142857143
Graduation,Relationship,0.51521080283035,1.38361403210562,70,0.0654157255621263,-0.4045450401208202,-0.23762559806758515,-0.5019872854334967,0.20173427014887443,0.7142857142857143
Master,Single,0.43734348017498265,1.38361403210562,"(60, 70]",1.3951390197158926,0.6046747514013512,0.043231005252125816,-0.5019872854334967,0.756906981598577,3.0
Graduation,Relationship,1.0033412897821135,-0.6861374151518922,"(50, 60]",-1.2643075685916398,-1.0625167669465496,0.19778523074758805,-0.5019872854334967,0.756906981598577,0.7142857142857143
Graduation,Relationship,0.035132070577050416,-0.6861374151518922,"(60, 70]",0.0654157255621263,-0.15718724808107232,0.19778523074758805,-0.5019872854334967,0.756906981598577,6.857142857142857
PhD,Relationship,-0.48660111617964713,1.38361403210562,"(50, 60]",1.3951390197158926,-0.1720287156034572,-0.543410302273661,-0.5019872854334967,-0.21464526343840243,3.642857142857143
PhD,Relationship,0.51441671495684,-0.6861374151518922,"(50, 60]",-1.2643075685916398,0.5700446605157865,1.4558233888128023,0.620456284795802,1.3120796930482794,1.5
Basic,Single,-1.9814948935879997,-0.16869955333751413,"(40,50]",0.0654157255621263,1.6633661013314722,-0.9588786503797423,-0.5019872854334967,-1.1861975084753817,2.2142857142857144
PhD,Relationship,-0.8504334954013969,0.34873830847686393,"(60, 70]",2.7248623138696586,0.015963206346751198,-0.8309143991630693,-0.5019872854334967,-0.9086111527505305,4.357142857142857
PhD,Single,-0.7524337095999807,-0.16869955333751413,"(50, 60]",1.3951390197158926,-1.5473380393444556,-0.9256411825312558,1.7428998550251007,-1.1861975084753817,2.642857142857143
PhD,Single,-0.7028732840826772,-0.16869955333751413,"(50, 60]",1.3951390197158926,-0.08792706630994292,-0.9439217898479234,-0.5019872854334967,-1.0474043306129561,5.285714285714286
Master,Single,1.9100495081764368,-0.6861374151518922,"(30,40]",-1.2643075685916398,1.3071708807942353,2.444638057305276,-0.5019872854334967,1.1732865151858538,3.2857142857142856
Master,Relationship,0.6135842770428298,-0.16869955333751413,"(40,50]",0.0654157255621263,-0.6271670529565934,0.7428797034627668,0.620456284795802,0.3405274480113001,0.2857142857142857
Graduation,Relationship,1.5948433334443317,-0.6861374151518922,"(60, 70]",-1.2643075685916398,0.4067885177695529,1.2946216697476427,-0.5019872854334967,1.3120796930482794,5.214285714285714
PhD,Single,0.7653017719346316,0.34873830847686393,"(40,50]",0.0654157255621263,-0.24128889737458661,0.4404187460415396,-0.5019872854334967,1.3120796930482794,3.357142857142857
Graduation,Relationship,-0.47109304712050976,0.34873830847686393,"(30,40]",0.0654157255621263,0.5601503488341966,-0.48856848032365824,-0.5019872854334967,-0.4922316191632537,0.9285714285714286
Graduation,Relationship,0.36624925997014207,0.34873830847686393,"(40,50]",1.3951390197158926,1.3121180366350302,0.4503899863960855,-0.5019872854334967,-0.07585208557597681,2.5714285714285716
Graduation,Relationship,-1.3084353542111615,-0.6861374151518922,"(40,50]",0.0654157255621263,1.2626464782270805,-0.8940655880751937,0.620456284795802,-1.0474043306129561,3.357142857142857
Graduation,Relationship,-0.6269211145340104,-0.6861374151518922,"(40,50]",0.0654157255621263,-0.24128889737458661,-0.9705117641267126,-0.5019872854334967,-1.3249906863378074,3.5
Master,Relationship,-0.760468010437847,2.418489755734376,"(50, 60]",2.7248623138696586,1.5941059195603429,-0.6564176929585152,-0.5019872854334967,-0.4922316191632537,6.714285714285714
Master,Relationship,-0.11039030834141718,-0.6861374151518922,"(50, 60]",-1.2643075685916398,-1.7105941820906891,-0.7960150579221584,-0.5019872854334967,-0.7698179748881049,4.642857142857143
Master,Relationship,0.3449957315909026,-0.6861374151518922,70,1.3951390197158926,-1.4236591433245815,-0.24427309163728245,-0.5019872854334967,0.3405274480113001,4.214285714285714
Graduation,Relationship,0.6436194830820627,0.8661761702912419,"(50, 60]",0.0654157255621263,-1.1861956629664236,-0.24261121824485812,0.620456284795802,0.3405274480113001,6.857142857142857
Master,Relationship,-0.2627150469011971,0.8661761702912419,"(50, 60]",0.0654157255621263,1.0301301537097176,-0.2941292934100122,-0.5019872854334967,0.06294109228644881,2.0
Graduation,Single,-0.8310951201288581,0.8661761702912419,"(30,40]",0.0654157255621263,-1.5127079484588908,-0.8591662468342828,-0.5019872854334967,-0.7698179748881049,0.8571428571428571
PhD,Relationship,0.4223492326810576,-0.16869955333751413,70,0.0654157255621263,1.3566424392021847,0.6896997549051883,-0.5019872854334967,1.5896660487731307,4.071428571428571
